Unnamed: 0,filepath,split,label,dataset,architecture
10551,cnndetection/train/0_real/natural_0_real_10550.png,train,0,CNNDetection,natural
10552,cnndetection/train/0_real/natural_0_real_10552.png,train,0,CNNDetection,natural
10553,cnndetection/train/0_real/natural_0_real_10553.png,train,0,CNNDetection,natural
10554,cnndetection/train/0_real/natural_0_real_10551.png,train,0,CNNDetection,natural
10555,cnndetection/train/0_real/natural_0_real_10560.png,train,0,CNNDetection,natural
10556,cnndetection/train/0_real/natural_0_real_10558.png,train,0,CNNDetection,natural
10557,cnndetection/train/0_real/natural_0_real_10555.png,train,0,CNNDetection,natural
10558,cnndetection/train/0_real/natural_0_real_10564.png,train,0,CNNDetection,natural
10559,cnndetection/train/0_real/natural_0_real_10556.png,train,0,CNNDetection,natural
10560,cnndetection/train/0_real/natural_0_real_10563.png,train,0,CNNDetection,natural
10561,cnndetection/train/0_real/natural_0_real_10559.png,train,0,CNNDetection,natural
10562,cnndetection/train/0_real/natural_0_real_10562.png,train,0,CNNDetection,natural
10563,cnndetection/train/0_real/natural_0_real_10565.png,train,0,CNNDetection,natural
10564,cnndetection/train/0_real/natural_0_real_10557.png,train,0,CNNDetection,natural
10565,cnndetection/train/0_real/natural_0_real_10561.png,train,0,CNNDetection,natural
10566,cnndetection/train/0_real/natural_0_real_10566.png,train,0,CNNDetection,natural
10567,cnndetection/train/0_real/natural_0_real_10568.png,train,0,CNNDetection,natural
10568,cnndetection/train/0_real/natural_0_real_10567.png,train,0,CNNDetection,natural
10569,cnndetection/train/0_real/natural_0_real_10569.png,train,0,CNNDetection,natural
10570,cnndetection/train/0_real/natural_0_real_10570.png,train,0,CNNDetection,natural
10571,cnndetection/train/0_real/natural_0_real_10574.png,train,0,CNNDetection,natural
10572,cnndetection/train/0_real/natural_0_real_10573.png,train,0,CNNDetection,natural
10573,cnndetection/train/0_real/natural_0_real_10571.png,train,0,CNNDetection,natural
10574,cnndetection/train/0_real/natural_0_real_10576.png,train,0,CNNDetection,natural
10575,cnndetection/train/0_real/natural_0_real_10581.png,train,0,CNNDetection,natural
10576,cnndetection/train/0_real/natural_0_real_10575.png,train,0,CNNDetection,natural
10577,cnndetection/train/0_real/natural_0_real_10583.png,train,0,CNNDetection,natural
10578,cnndetection/train/0_real/natural_0_real_10580.png,train,0,CNNDetection,natural
10579,cnndetection/train/0_real/natural_0_real_10572.png,train,0,CNNDetection,natural
10580,cnndetection/train/0_real/natural_0_real_10582.png,train,0,CNNDetection,natural
10581,cnndetection/train/0_real/natural_0_real_10578.png,train,0,CNNDetection,natural
10582,cnndetection/train/0_real/natural_0_real_10577.png,train,0,CNNDetection,natural
10583,cnndetection/train/0_real/natural_0_real_10584.png,train,0,CNNDetection,natural
10584,cnndetection/train/0_real/natural_0_real_10585.png,train,0,CNNDetection,natural
10585,cnndetection/train/0_real/natural_0_real_10593.png,train,0,CNNDetection,natural
10586,cnndetection/train/0_real/natural_0_real_10590.png,train,0,CNNDetection,natural
10587,cnndetection/train/0_real/natural_0_real_10594.png,train,0,CNNDetection,natural
10588,cnndetection/train/0_real/natural_0_real_10587.png,train,0,CNNDetection,natural
10589,cnndetection/train/0_real/natural_0_real_10579.png,train,0,CNNDetection,natural
10590,cnndetection/train/0_real/natural_0_real_10595.png,train,0,CNNDetection,natural
10591,cnndetection/train/0_real/natural_0_real_10588.png,train,0,CNNDetection,natural
10592,cnndetection/train/0_real/natural_0_real_10586.png,train,0,CNNDetection,natural
10593,cnndetection/train/0_real/natural_0_real_10592.png,train,0,CNNDetection,natural
10594,cnndetection/train/0_real/natural_0_real_10591.png,train,0,CNNDetection,natural
10595,cnndetection/train/0_real/natural_0_real_10598.png,train,0,CNNDetection,natural
10596,cnndetection/train/0_real/natural_0_real_10596.png,train,0,CNNDetection,natural
10597,cnndetection/train/0_real/natural_0_real_10597.png,train,0,CNNDetection,natural
10598,cnndetection/train/0_real/natural_0_real_10589.png,train,0,CNNDetection,natural
10599,cnndetection/train/0_real/natural_0_real_10602.png,train,0,CNNDetection,natural
10600,cnndetection/train/0_real/natural_0_real_10609.png,train,0,CNNDetection,natural
10601,cnndetection/train/0_real/natural_0_real_10599.png,train,0,CNNDetection,natural
10602,cnndetection/train/0_real/natural_0_real_10601.png,train,0,CNNDetection,natural
10603,cnndetection/train/0_real/natural_0_real_10600.png,train,0,CNNDetection,natural
10604,cnndetection/train/0_real/natural_0_real_10604.png,train,0,CNNDetection,natural
10605,cnndetection/train/0_real/natural_0_real_10608.png,train,0,CNNDetection,natural
10606,cnndetection/train/0_real/natural_0_real_10610.png,train,0,CNNDetection,natural
10607,cnndetection/train/0_real/natural_0_real_10607.png,train,0,CNNDetection,natural
10608,cnndetection/train/0_real/natural_0_real_10603.png,train,0,CNNDetection,natural
10609,cnndetection/train/0_real/natural_0_real_10605.png,train,0,CNNDetection,natural
10610,cnndetection/train/0_real/natural_0_real_10606.png,train,0,CNNDetection,natural
10611,cnndetection/train/0_real/natural_0_real_10612.png,train,0,CNNDetection,natural
10612,cnndetection/train/0_real/natural_0_real_10614.png,train,0,CNNDetection,natural
10613,cnndetection/train/0_real/natural_0_real_10611.png,train,0,CNNDetection,natural
10614,cnndetection/train/0_real/natural_0_real_10613.png,train,0,CNNDetection,natural
10615,cnndetection/train/0_real/natural_0_real_10615.png,train,0,CNNDetection,natural
10616,cnndetection/train/0_real/natural_0_real_10617.png,train,0,CNNDetection,natural
10617,cnndetection/train/0_real/natural_0_real_10616.png,train,0,CNNDetection,natural
10618,cnndetection/train/0_real/natural_0_real_10619.png,train,0,CNNDetection,natural
10619,cnndetection/train/0_real/natural_0_real_10620.png,train,0,CNNDetection,natural
10620,cnndetection/train/0_real/natural_0_real_10626.png,train,0,CNNDetection,natural
10621,cnndetection/train/0_real/natural_0_real_10621.png,train,0,CNNDetection,natural
10622,cnndetection/train/0_real/natural_0_real_10622.png,train,0,CNNDetection,natural
10623,cnndetection/train/0_real/natural_0_real_10625.png,train,0,CNNDetection,natural
10624,cnndetection/train/0_real/natural_0_real_10623.png,train,0,CNNDetection,natural
10625,cnndetection/train/0_real/natural_0_real_10618.png,train,0,CNNDetection,natural
10626,cnndetection/train/0_real/natural_0_real_10624.png,train,0,CNNDetection,natural
10627,cnndetection/train/0_real/natural_0_real_10627.png,train,0,CNNDetection,natural
10628,cnndetection/train/0_real/natural_0_real_10630.png,train,0,CNNDetection,natural
10629,cnndetection/train/0_real/natural_0_real_10628.png,train,0,CNNDetection,natural
10630,cnndetection/train/0_real/natural_0_real_10629.png,train,0,CNNDetection,natural
10631,cnndetection/train/0_real/natural_0_real_10631.png,train,0,CNNDetection,natural
10632,cnndetection/train/0_real/natural_0_real_10632.png,train,0,CNNDetection,natural
10633,cnndetection/train/0_real/natural_0_real_10634.png,train,0,CNNDetection,natural
10634,cnndetection/train/0_real/natural_0_real_10633.png,train,0,CNNDetection,natural
10635,cnndetection/train/0_real/natural_0_real_10638.png,train,0,CNNDetection,natural
10636,cnndetection/train/0_real/natural_0_real_10635.png,train,0,CNNDetection,natural
10637,cnndetection/train/0_real/natural_0_real_10641.png,train,0,CNNDetection,natural
10638,cnndetection/train/0_real/natural_0_real_10636.png,train,0,CNNDetection,natural
10639,cnndetection/train/0_real/natural_0_real_10640.png,train,0,CNNDetection,natural
10640,cnndetection/train/0_real/natural_0_real_10637.png,train,0,CNNDetection,natural
10641,cnndetection/train/0_real/natural_0_real_10642.png,train,0,CNNDetection,natural
10642,cnndetection/train/0_real/natural_0_real_10639.png,train,0,CNNDetection,natural
10643,cnndetection/train/0_real/natural_0_real_10650.png,train,0,CNNDetection,natural
10644,cnndetection/train/0_real/natural_0_real_10646.png,train,0,CNNDetection,natural
10645,cnndetection/train/0_real/natural_0_real_10647.png,train,0,CNNDetection,natural
10646,cnndetection/train/0_real/natural_0_real_10643.png,train,0,CNNDetection,natural
10647,cnndetection/train/0_real/natural_0_real_10648.png,train,0,CNNDetection,natural
10648,cnndetection/train/0_real/natural_0_real_10644.png,train,0,CNNDetection,natural
10649,cnndetection/train/0_real/natural_0_real_10645.png,train,0,CNNDetection,natural
10650,cnndetection/train/0_real/natural_0_real_10649.png,train,0,CNNDetection,natural
10651,cnndetection/train/0_real/natural_0_real_10651.png,train,0,CNNDetection,natural
10652,cnndetection/train/0_real/natural_0_real_10652.png,train,0,CNNDetection,natural
10653,cnndetection/train/0_real/natural_0_real_10654.png,train,0,CNNDetection,natural
10654,cnndetection/train/0_real/natural_0_real_10653.png,train,0,CNNDetection,natural
10655,cnndetection/train/0_real/natural_0_real_10658.png,train,0,CNNDetection,natural
10656,cnndetection/train/0_real/natural_0_real_10655.png,train,0,CNNDetection,natural
10657,cnndetection/train/0_real/natural_0_real_10656.png,train,0,CNNDetection,natural
10658,cnndetection/train/0_real/natural_0_real_10657.png,train,0,CNNDetection,natural
10659,cnndetection/train/0_real/natural_0_real_10660.png,train,0,CNNDetection,natural
10660,cnndetection/train/0_real/natural_0_real_10659.png,train,0,CNNDetection,natural
10661,cnndetection/train/0_real/natural_0_real_10661.png,train,0,CNNDetection,natural
10662,cnndetection/train/0_real/natural_0_real_10662.png,train,0,CNNDetection,natural
10663,cnndetection/train/0_real/natural_0_real_10667.png,train,0,CNNDetection,natural
10664,cnndetection/train/0_real/natural_0_real_10665.png,train,0,CNNDetection,natural
10665,cnndetection/train/0_real/natural_0_real_10666.png,train,0,CNNDetection,natural
10666,cnndetection/train/0_real/natural_0_real_10664.png,train,0,CNNDetection,natural
10667,cnndetection/train/0_real/natural_0_real_10663.png,train,0,CNNDetection,natural
10668,cnndetection/train/0_real/natural_0_real_10668.png,train,0,CNNDetection,natural
10669,cnndetection/train/0_real/natural_0_real_10669.png,train,0,CNNDetection,natural
10670,cnndetection/train/0_real/natural_0_real_10671.png,train,0,CNNDetection,natural
10671,cnndetection/train/0_real/natural_0_real_10675.png,train,0,CNNDetection,natural
10672,cnndetection/train/0_real/natural_0_real_10677.png,train,0,CNNDetection,natural
10673,cnndetection/train/0_real/natural_0_real_10672.png,train,0,CNNDetection,natural
10674,cnndetection/train/0_real/natural_0_real_10673.png,train,0,CNNDetection,natural
10675,cnndetection/train/0_real/natural_0_real_10681.png,train,0,CNNDetection,natural
10676,cnndetection/train/0_real/natural_0_real_10674.png,train,0,CNNDetection,natural
10677,cnndetection/train/0_real/natural_0_real_10678.png,train,0,CNNDetection,natural
10678,cnndetection/train/0_real/natural_0_real_10670.png,train,0,CNNDetection,natural
10679,cnndetection/train/0_real/natural_0_real_10676.png,train,0,CNNDetection,natural
10680,cnndetection/train/0_real/natural_0_real_10679.png,train,0,CNNDetection,natural
10681,cnndetection/train/0_real/natural_0_real_10682.png,train,0,CNNDetection,natural
10682,cnndetection/train/0_real/natural_0_real_10683.png,train,0,CNNDetection,natural
10683,cnndetection/train/0_real/natural_0_real_10680.png,train,0,CNNDetection,natural
10684,cnndetection/train/0_real/natural_0_real_10685.png,train,0,CNNDetection,natural
10685,cnndetection/train/0_real/natural_0_real_10687.png,train,0,CNNDetection,natural
10686,cnndetection/train/0_real/natural_0_real_10684.png,train,0,CNNDetection,natural
10687,cnndetection/train/0_real/natural_0_real_10690.png,train,0,CNNDetection,natural
10688,cnndetection/train/0_real/natural_0_real_10686.png,train,0,CNNDetection,natural
10689,cnndetection/train/0_real/natural_0_real_10689.png,train,0,CNNDetection,natural
10690,cnndetection/train/0_real/natural_0_real_10692.png,train,0,CNNDetection,natural
10691,cnndetection/train/0_real/natural_0_real_10693.png,train,0,CNNDetection,natural
10692,cnndetection/train/0_real/natural_0_real_10691.png,train,0,CNNDetection,natural
10693,cnndetection/train/0_real/natural_0_real_10694.png,train,0,CNNDetection,natural
10694,cnndetection/train/0_real/natural_0_real_10688.png,train,0,CNNDetection,natural
10695,cnndetection/train/0_real/natural_0_real_10695.png,train,0,CNNDetection,natural
10696,cnndetection/train/0_real/natural_0_real_10698.png,train,0,CNNDetection,natural
10697,cnndetection/train/0_real/natural_0_real_10696.png,train,0,CNNDetection,natural
10698,cnndetection/train/0_real/natural_0_real_10697.png,train,0,CNNDetection,natural
10699,cnndetection/train/0_real/natural_0_real_10700.png,train,0,CNNDetection,natural
10700,cnndetection/train/0_real/natural_0_real_10699.png,train,0,CNNDetection,natural
10701,cnndetection/train/0_real/natural_0_real_10703.png,train,0,CNNDetection,natural
10702,cnndetection/train/0_real/natural_0_real_10701.png,train,0,CNNDetection,natural
10703,cnndetection/train/0_real/natural_0_real_10704.png,train,0,CNNDetection,natural
10704,cnndetection/train/0_real/natural_0_real_10702.png,train,0,CNNDetection,natural
10705,cnndetection/train/0_real/natural_0_real_10708.png,train,0,CNNDetection,natural
10706,cnndetection/train/0_real/natural_0_real_10705.png,train,0,CNNDetection,natural
10707,cnndetection/train/0_real/natural_0_real_10709.png,train,0,CNNDetection,natural
10708,cnndetection/train/0_real/natural_0_real_10707.png,train,0,CNNDetection,natural
10709,cnndetection/train/0_real/natural_0_real_10710.png,train,0,CNNDetection,natural
10710,cnndetection/train/0_real/natural_0_real_10706.png,train,0,CNNDetection,natural
10711,cnndetection/train/0_real/natural_0_real_10712.png,train,0,CNNDetection,natural
10712,cnndetection/train/0_real/natural_0_real_10713.png,train,0,CNNDetection,natural
10713,cnndetection/train/0_real/natural_0_real_10716.png,train,0,CNNDetection,natural
10714,cnndetection/train/0_real/natural_0_real_10715.png,train,0,CNNDetection,natural
10715,cnndetection/train/0_real/natural_0_real_10711.png,train,0,CNNDetection,natural
10716,cnndetection/train/0_real/natural_0_real_10714.png,train,0,CNNDetection,natural
10717,cnndetection/train/0_real/natural_0_real_10718.png,train,0,CNNDetection,natural
10718,cnndetection/train/0_real/natural_0_real_10719.png,train,0,CNNDetection,natural
10719,cnndetection/train/0_real/natural_0_real_10720.png,train,0,CNNDetection,natural
10720,cnndetection/train/0_real/natural_0_real_10721.png,train,0,CNNDetection,natural
10721,cnndetection/train/0_real/natural_0_real_10717.png,train,0,CNNDetection,natural
10722,cnndetection/train/0_real/natural_0_real_10722.png,train,0,CNNDetection,natural
10723,cnndetection/train/0_real/natural_0_real_10726.png,train,0,CNNDetection,natural
10724,cnndetection/train/0_real/natural_0_real_10723.png,train,0,CNNDetection,natural
10725,cnndetection/train/0_real/natural_0_real_10725.png,train,0,CNNDetection,natural
10726,cnndetection/train/0_real/natural_0_real_10724.png,train,0,CNNDetection,natural
10727,cnndetection/train/0_real/natural_0_real_10728.png,train,0,CNNDetection,natural
10728,cnndetection/train/0_real/natural_0_real_10729.png,train,0,CNNDetection,natural
10729,cnndetection/train/0_real/natural_0_real_10730.png,train,0,CNNDetection,natural
10730,cnndetection/train/0_real/natural_0_real_10731.png,train,0,CNNDetection,natural
10731,cnndetection/train/0_real/natural_0_real_10727.png,train,0,CNNDetection,natural
10732,cnndetection/train/0_real/natural_0_real_10732.png,train,0,CNNDetection,natural
10733,cnndetection/train/0_real/natural_0_real_10733.png,train,0,CNNDetection,natural
10734,cnndetection/train/0_real/natural_0_real_10735.png,train,0,CNNDetection,natural
10735,cnndetection/train/0_real/natural_0_real_10737.png,train,0,CNNDetection,natural
10736,cnndetection/train/0_real/natural_0_real_10736.png,train,0,CNNDetection,natural
10737,cnndetection/train/0_real/natural_0_real_10734.png,train,0,CNNDetection,natural
10738,cnndetection/train/0_real/natural_0_real_10738.png,train,0,CNNDetection,natural
10739,cnndetection/train/0_real/natural_0_real_10739.png,train,0,CNNDetection,natural
10740,cnndetection/train/0_real/natural_0_real_10741.png,train,0,CNNDetection,natural
10741,cnndetection/train/0_real/natural_0_real_10744.png,train,0,CNNDetection,natural
10742,cnndetection/train/0_real/natural_0_real_10742.png,train,0,CNNDetection,natural
10743,cnndetection/train/0_real/natural_0_real_10745.png,train,0,CNNDetection,natural
10744,cnndetection/train/0_real/natural_0_real_10740.png,train,0,CNNDetection,natural
10745,cnndetection/train/0_real/natural_0_real_10743.png,train,0,CNNDetection,natural
10746,cnndetection/train/0_real/natural_0_real_10746.png,train,0,CNNDetection,natural
10747,cnndetection/train/0_real/natural_0_real_10747.png,train,0,CNNDetection,natural
10748,cnndetection/train/0_real/natural_0_real_10748.png,train,0,CNNDetection,natural
10749,cnndetection/train/0_real/natural_0_real_10750.png,train,0,CNNDetection,natural
10750,cnndetection/train/0_real/natural_0_real_10753.png,train,0,CNNDetection,natural
10751,cnndetection/train/0_real/natural_0_real_10751.png,train,0,CNNDetection,natural
10752,cnndetection/train/0_real/natural_0_real_10749.png,train,0,CNNDetection,natural
10753,cnndetection/train/0_real/natural_0_real_10752.png,train,0,CNNDetection,natural
10754,cnndetection/train/0_real/natural_0_real_10754.png,train,0,CNNDetection,natural
10755,cnndetection/train/0_real/natural_0_real_10758.png,train,0,CNNDetection,natural
10756,cnndetection/train/0_real/natural_0_real_10757.png,train,0,CNNDetection,natural
10757,cnndetection/train/0_real/natural_0_real_10755.png,train,0,CNNDetection,natural
10758,cnndetection/train/0_real/natural_0_real_10756.png,train,0,CNNDetection,natural
10759,cnndetection/train/0_real/natural_0_real_10759.png,train,0,CNNDetection,natural
10760,cnndetection/train/0_real/natural_0_real_10760.png,train,0,CNNDetection,natural
10761,cnndetection/train/0_real/natural_0_real_10761.png,train,0,CNNDetection,natural
10762,cnndetection/train/0_real/natural_0_real_10764.png,train,0,CNNDetection,natural
10763,cnndetection/train/0_real/natural_0_real_10762.png,train,0,CNNDetection,natural
10764,cnndetection/train/0_real/natural_0_real_10763.png,train,0,CNNDetection,natural
10765,cnndetection/train/0_real/natural_0_real_10769.png,train,0,CNNDetection,natural
10766,cnndetection/train/0_real/natural_0_real_10771.png,train,0,CNNDetection,natural
10767,cnndetection/train/0_real/natural_0_real_10774.png,train,0,CNNDetection,natural
10768,cnndetection/train/0_real/natural_0_real_10766.png,train,0,CNNDetection,natural
10769,cnndetection/train/0_real/natural_0_real_10773.png,train,0,CNNDetection,natural
10770,cnndetection/train/0_real/natural_0_real_10768.png,train,0,CNNDetection,natural
10771,cnndetection/train/0_real/natural_0_real_10765.png,train,0,CNNDetection,natural
10772,cnndetection/train/0_real/natural_0_real_10778.png,train,0,CNNDetection,natural
10773,cnndetection/train/0_real/natural_0_real_10775.png,train,0,CNNDetection,natural
10774,cnndetection/train/0_real/natural_0_real_10767.png,train,0,CNNDetection,natural
10775,cnndetection/train/0_real/natural_0_real_10777.png,train,0,CNNDetection,natural
10776,cnndetection/train/0_real/natural_0_real_10772.png,train,0,CNNDetection,natural
10777,cnndetection/train/0_real/natural_0_real_10776.png,train,0,CNNDetection,natural
10778,cnndetection/train/0_real/natural_0_real_10770.png,train,0,CNNDetection,natural
10779,cnndetection/train/0_real/natural_0_real_10780.png,train,0,CNNDetection,natural
10780,cnndetection/train/0_real/natural_0_real_10779.png,train,0,CNNDetection,natural
10781,cnndetection/train/0_real/natural_0_real_10781.png,train,0,CNNDetection,natural
10782,cnndetection/train/0_real/natural_0_real_10783.png,train,0,CNNDetection,natural
10783,cnndetection/train/0_real/natural_0_real_10784.png,train,0,CNNDetection,natural
10784,cnndetection/train/0_real/natural_0_real_10782.png,train,0,CNNDetection,natural
10785,cnndetection/train/0_real/natural_0_real_10785.png,train,0,CNNDetection,natural
10786,cnndetection/train/0_real/natural_0_real_10786.png,train,0,CNNDetection,natural
10787,cnndetection/train/0_real/natural_0_real_10790.png,train,0,CNNDetection,natural
10788,cnndetection/train/0_real/natural_0_real_10789.png,train,0,CNNDetection,natural
10789,cnndetection/train/0_real/natural_0_real_10787.png,train,0,CNNDetection,natural
10790,cnndetection/train/0_real/natural_0_real_10788.png,train,0,CNNDetection,natural
10791,cnndetection/train/0_real/natural_0_real_10791.png,train,0,CNNDetection,natural
10792,cnndetection/train/0_real/natural_0_real_10792.png,train,0,CNNDetection,natural
10793,cnndetection/train/0_real/natural_0_real_10793.png,train,0,CNNDetection,natural
10794,cnndetection/train/0_real/natural_0_real_10794.png,train,0,CNNDetection,natural
10795,cnndetection/train/0_real/natural_0_real_10796.png,train,0,CNNDetection,natural
10796,cnndetection/train/0_real/natural_0_real_10795.png,train,0,CNNDetection,natural
10797,cnndetection/train/0_real/natural_0_real_10797.png,train,0,CNNDetection,natural
10798,cnndetection/train/0_real/natural_0_real_10801.png,train,0,CNNDetection,natural
10799,cnndetection/train/0_real/natural_0_real_10803.png,train,0,CNNDetection,natural
10800,cnndetection/train/0_real/natural_0_real_10799.png,train,0,CNNDetection,natural
10801,cnndetection/train/0_real/natural_0_real_10804.png,train,0,CNNDetection,natural
10802,cnndetection/train/0_real/natural_0_real_10798.png,train,0,CNNDetection,natural
10803,cnndetection/train/0_real/natural_0_real_10806.png,train,0,CNNDetection,natural
10804,cnndetection/train/0_real/natural_0_real_10802.png,train,0,CNNDetection,natural
10805,cnndetection/train/0_real/natural_0_real_10805.png,train,0,CNNDetection,natural
10806,cnndetection/train/0_real/natural_0_real_10807.png,train,0,CNNDetection,natural
10807,cnndetection/train/0_real/natural_0_real_10800.png,train,0,CNNDetection,natural
10808,cnndetection/train/0_real/natural_0_real_10809.png,train,0,CNNDetection,natural
10809,cnndetection/train/0_real/natural_0_real_10808.png,train,0,CNNDetection,natural
10810,cnndetection/train/0_real/natural_0_real_10810.png,train,0,CNNDetection,natural
10811,cnndetection/train/0_real/natural_0_real_10811.png,train,0,CNNDetection,natural
10812,cnndetection/train/0_real/natural_0_real_10813.png,train,0,CNNDetection,natural
10813,cnndetection/train/0_real/natural_0_real_10815.png,train,0,CNNDetection,natural
10814,cnndetection/train/0_real/natural_0_real_10816.png,train,0,CNNDetection,natural
10815,cnndetection/train/0_real/natural_0_real_10812.png,train,0,CNNDetection,natural
10816,cnndetection/train/0_real/natural_0_real_10817.png,train,0,CNNDetection,natural
10817,cnndetection/train/0_real/natural_0_real_10814.png,train,0,CNNDetection,natural
10818,cnndetection/train/0_real/natural_0_real_10821.png,train,0,CNNDetection,natural
10819,cnndetection/train/0_real/natural_0_real_10819.png,train,0,CNNDetection,natural
10820,cnndetection/train/0_real/natural_0_real_10818.png,train,0,CNNDetection,natural
10821,cnndetection/train/0_real/natural_0_real_10820.png,train,0,CNNDetection,natural
10822,cnndetection/train/0_real/natural_0_real_10822.png,train,0,CNNDetection,natural
10823,cnndetection/train/0_real/natural_0_real_10826.png,train,0,CNNDetection,natural
10824,cnndetection/train/0_real/natural_0_real_10825.png,train,0,CNNDetection,natural
10825,cnndetection/train/0_real/natural_0_real_10831.png,train,0,CNNDetection,natural
10826,cnndetection/train/0_real/natural_0_real_10823.png,train,0,CNNDetection,natural
10827,cnndetection/train/0_real/natural_0_real_10824.png,train,0,CNNDetection,natural
10828,cnndetection/train/0_real/natural_0_real_10833.png,train,0,CNNDetection,natural
10829,cnndetection/train/0_real/natural_0_real_10827.png,train,0,CNNDetection,natural
10830,cnndetection/train/0_real/natural_0_real_10836.png,train,0,CNNDetection,natural
10831,cnndetection/train/0_real/natural_0_real_10832.png,train,0,CNNDetection,natural
10832,cnndetection/train/0_real/natural_0_real_10839.png,train,0,CNNDetection,natural
10833,cnndetection/train/0_real/natural_0_real_10829.png,train,0,CNNDetection,natural
10834,cnndetection/train/0_real/natural_0_real_10834.png,train,0,CNNDetection,natural
10835,cnndetection/train/0_real/natural_0_real_10830.png,train,0,CNNDetection,natural
10836,cnndetection/train/0_real/natural_0_real_10828.png,train,0,CNNDetection,natural
10837,cnndetection/train/0_real/natural_0_real_10835.png,train,0,CNNDetection,natural
10838,cnndetection/train/0_real/natural_0_real_10840.png,train,0,CNNDetection,natural
10839,cnndetection/train/0_real/natural_0_real_10838.png,train,0,CNNDetection,natural
10840,cnndetection/train/0_real/natural_0_real_10842.png,train,0,CNNDetection,natural
10841,cnndetection/train/0_real/natural_0_real_10843.png,train,0,CNNDetection,natural
10842,cnndetection/train/0_real/natural_0_real_10837.png,train,0,CNNDetection,natural
10843,cnndetection/train/0_real/natural_0_real_10841.png,train,0,CNNDetection,natural
10844,cnndetection/train/0_real/natural_0_real_10846.png,train,0,CNNDetection,natural
10845,cnndetection/train/0_real/natural_0_real_10844.png,train,0,CNNDetection,natural
10846,cnndetection/train/0_real/natural_0_real_10847.png,train,0,CNNDetection,natural
10847,cnndetection/train/0_real/natural_0_real_10848.png,train,0,CNNDetection,natural
10848,cnndetection/train/0_real/natural_0_real_10850.png,train,0,CNNDetection,natural
10849,cnndetection/train/0_real/natural_0_real_10849.png,train,0,CNNDetection,natural
10850,cnndetection/train/0_real/natural_0_real_10845.png,train,0,CNNDetection,natural
10851,cnndetection/train/0_real/natural_0_real_10853.png,train,0,CNNDetection,natural
10852,cnndetection/train/0_real/natural_0_real_10852.png,train,0,CNNDetection,natural
10853,cnndetection/train/0_real/natural_0_real_10854.png,train,0,CNNDetection,natural
10854,cnndetection/train/0_real/natural_0_real_10856.png,train,0,CNNDetection,natural
10855,cnndetection/train/0_real/natural_0_real_10855.png,train,0,CNNDetection,natural
10856,cnndetection/train/0_real/natural_0_real_10860.png,train,0,CNNDetection,natural
10857,cnndetection/train/0_real/natural_0_real_10851.png,train,0,CNNDetection,natural
10858,cnndetection/train/0_real/natural_0_real_10857.png,train,0,CNNDetection,natural
10859,cnndetection/train/0_real/natural_0_real_10858.png,train,0,CNNDetection,natural
10860,cnndetection/train/0_real/natural_0_real_10859.png,train,0,CNNDetection,natural
10861,cnndetection/train/0_real/natural_0_real_10862.png,train,0,CNNDetection,natural
10862,cnndetection/train/0_real/natural_0_real_10863.png,train,0,CNNDetection,natural
10863,cnndetection/train/0_real/natural_0_real_10861.png,train,0,CNNDetection,natural
10864,cnndetection/train/0_real/natural_0_real_10872.png,train,0,CNNDetection,natural
10865,cnndetection/train/0_real/natural_0_real_10866.png,train,0,CNNDetection,natural
10866,cnndetection/train/0_real/natural_0_real_10869.png,train,0,CNNDetection,natural
10867,cnndetection/train/0_real/natural_0_real_10864.png,train,0,CNNDetection,natural
10868,cnndetection/train/0_real/natural_0_real_10865.png,train,0,CNNDetection,natural
10869,cnndetection/train/0_real/natural_0_real_10868.png,train,0,CNNDetection,natural
10870,cnndetection/train/0_real/natural_0_real_10873.png,train,0,CNNDetection,natural
10871,cnndetection/train/0_real/natural_0_real_10876.png,train,0,CNNDetection,natural
10872,cnndetection/train/0_real/natural_0_real_10877.png,train,0,CNNDetection,natural
10873,cnndetection/train/0_real/natural_0_real_10878.png,train,0,CNNDetection,natural
10874,cnndetection/train/0_real/natural_0_real_10881.png,train,0,CNNDetection,natural
10875,cnndetection/train/0_real/natural_0_real_10867.png,train,0,CNNDetection,natural
10876,cnndetection/train/0_real/natural_0_real_10871.png,train,0,CNNDetection,natural
10877,cnndetection/train/0_real/natural_0_real_10880.png,train,0,CNNDetection,natural
10878,cnndetection/train/0_real/natural_0_real_10870.png,train,0,CNNDetection,natural
10879,cnndetection/train/0_real/natural_0_real_10874.png,train,0,CNNDetection,natural
10880,cnndetection/train/0_real/natural_0_real_10879.png,train,0,CNNDetection,natural
10881,cnndetection/train/0_real/natural_0_real_10875.png,train,0,CNNDetection,natural
10882,cnndetection/train/0_real/natural_0_real_10882.png,train,0,CNNDetection,natural
10883,cnndetection/train/0_real/natural_0_real_10883.png,train,0,CNNDetection,natural
10884,cnndetection/train/0_real/natural_0_real_10885.png,train,0,CNNDetection,natural
10885,cnndetection/train/0_real/natural_0_real_10884.png,train,0,CNNDetection,natural
10886,cnndetection/train/0_real/natural_0_real_10889.png,train,0,CNNDetection,natural
10887,cnndetection/train/0_real/natural_0_real_10886.png,train,0,CNNDetection,natural
10888,cnndetection/train/0_real/natural_0_real_10887.png,train,0,CNNDetection,natural
10889,cnndetection/train/0_real/natural_0_real_10888.png,train,0,CNNDetection,natural
10890,cnndetection/train/0_real/natural_0_real_10890.png,train,0,CNNDetection,natural
